0.3363 	WARNING 	Movie2 stim could not be imported and won't be available
3.0937 	EXP 	Created BotUpperLine = Line(autoDraw=False, autoLog=True, closeShape=False, contrast=1.0, depth=0, fillColor=None, fillColorSpace=u'rgb', fillRGB=None, interpolate=True, lineColor=array([ 1.,  1., -1.]), lineColorSpace=u'rgb', lineRGB=array([ 1.,  1., -1.]), lineWidth=2, name='BotUpperLine', opacity=1.0, ori=array(0.0), pos=array([ 0.  ,  0.15]), size=array([ 1.,  1.]), units=u'norm', vertices=array([[-1.,  0.],
       [ 1.,  0.]]), win=Window(...))
3.0952 	EXP 	Created TopLowerLine = Line(autoDraw=False, autoLog=True, closeShape=False, contrast=1.0, depth=0, fillColor=None, fillColorSpace=u'rgb', fillRGB=None, interpolate=True, lineColor=u'cyan', lineColorSpace='named', lineRGB=array([   0.,  255.,  255.]), lineWidth=2, name='TopLowerLine', opacity=1.0, ori=array(0.0), pos=array([ 0.  , -0.15]), size=array([ 1.,  1.]), units=u'norm', vertices=array([[-1.,  0.],
       [ 1.,  0.]]), win=Window(...))
3.1065 	EXP 	Created LowerText = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 0.,  0.,  0.]), colorSpace=u'rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.25, italic=False, name='LowerText', opacity=1.0, ori=0, pos=array([ 0. , -0.3]), rgb=array([ 0.,  0.,  0.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=2)
3.1105 	EXP 	Created LowerBrackets = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'cyan', colorSpace='named', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.25, italic=False, name='LowerBrackets', opacity=1.0, ori=0, pos=array([ 0. , -0.3]), rgb=array([   0.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1.5)
3.1120 	EXP 	Created BotLowerLine = Line(autoDraw=False, autoLog=True, closeShape=False, contrast=1.0, depth=0, fillColor=None, fillColorSpace=u'rgb', fillRGB=None, interpolate=True, lineColor=u'cyan', lineColorSpace='named', lineRGB=array([   0.,  255.,  255.]), lineWidth=2, name='BotLowerLine', opacity=1.0, ori=array(0.0), pos=array([ 0.  , -0.45]), size=array([ 1.,  1.]), units=u'norm', vertices=array([[-1.,  0.],
       [ 1.,  0.]]), win=Window(...))
3.1161 	EXP 	Created TrialCrossHair = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'green', colorSpace='named', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.2, italic=False, name='TrialCrossHair', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([   0.,  128.,    0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
3.1189 	EXP 	Created RestCrossHair = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'red', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.2, italic=False, name='RestCrossHair', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,    0.,    0.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
3.1658 	EXP 	Created RestCrossHair = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=u'red', colorSpace='named', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, font=u'Courier', fontFiles=[], height=0.1, italic=False, name='RestCrossHair', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,    0.,    0.]), text=u'Waiting for Scanner, press r to advance', units=u'norm', win=Window(...), wrapWidth=1)
3.1777 	EXP 	Imported /Users/jason/Dropbox/SteffenerColumbia/Scripts/ExperimentalStimuli/PartialTrialDIR/ExperimentalTrials/Optimized72Trials_6LoadsVer1.csv as conditions, 72 conditions, 14 params
3.1785 	EXP 	Created sequence: sequential, trialTypes=72, nReps=1, seed=None
3.2819 	EXP 	RestCrossHair: autoDraw = True
10.9950 	DATA 	Keypress: equal
11.0187 	EXP 	RestCrossHair: autoDraw = False
11.0187 	EXP 	RestCrossHair: autoDraw = True
12.9865 	DATA 	Keypress: equal
14.9875 	DATA 	Keypress: equal
16.9885 	DATA 	Keypress: equal
18.9894 	DATA 	Keypress: equal
20.9902 	DATA 	Keypress: equal
20.9912 	EXP 	New trial (rep=0, index=0): {'RetDur': 5, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 23, 'ProbeDurITI': 4.024, 'ProbeDur': 0, 'ProbeStart': 7, 'TrialDur': 7, 'ITI': 4.024, 'StimSet': u'QGHFKR', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 11.024000000000001, 'Correct': 7}
21.0156 	EXP 	window1: recordFrameIntervals = False
21.0398 	EXP 	RestCrossHair: autoDraw = False
21.0398 	EXP 	RestCrossHair: autoDraw = False
21.0398 	EXP 	UpperText: text = u' Q G H F K R '
21.0398 	EXP 	UpperBrackets: text = '  {   }      '
21.0398 	EXP 	LowerText: text = u'   '
21.0398 	EXP 	LowerBrackets: text = ''
21.0398 	EXP 	TopUpperLine: autoDraw = True
21.0398 	EXP 	UpperText: autoDraw = True
21.0398 	EXP 	UpperBrackets: autoDraw = True
21.0398 	EXP 	BotUpperLine: autoDraw = True
21.0398 	EXP 	TopLowerLine: autoDraw = True
21.0398 	EXP 	BotLowerLine: autoDraw = True
21.0398 	EXP 	TrialCrossHair: autoDraw = True
21.0400 	EXP 	window1: recordFrameIntervals = False
22.9913 	DATA 	Keypress: equal
23.0075 	EXP 	UpperText: autoDraw = False
23.0075 	EXP 	UpperBrackets: autoDraw = False
24.9922 	DATA 	Keypress: equal
26.9933 	DATA 	Keypress: equal
28.0101 	EXP 	LowerText: autoDraw = True
28.0101 	EXP 	LowerBrackets: autoDraw = True
28.0101 	EXP 	TrialCrossHair: autoDraw = False
28.0101 	EXP 	RestCrossHair: autoDraw = True
28.0268 	EXP 	LowerText: autoDraw = False
28.0268 	EXP 	LowerBrackets: autoDraw = False
28.9944 	DATA 	Keypress: equal
30.9955 	DATA 	Keypress: equal
32.0136 	EXP 	New trial (rep=0, index=1): {'RetDur': 5, 'BotBrack': 0, 'StimDur': 2, 'UpBrack': 23456, 'ProbeDurITI': 4.1299999999999999, 'ProbeDur': 0, 'ProbeStart': 7, 'TrialDur': 7, 'ITI': 4.1299999999999999, 'StimSet': u'XDJLTM', 'RetStart': 2, 'ProbeLet': u' ', 'TrialITIDur': 11.130000000000001, 'Correct': 7}
32.0392 	EXP 	window1: recordFrameIntervals = False
32.0622 	EXP 	TopUpperLine: autoDraw = False
32.0622 	EXP 	BotUpperLine: autoDraw = False
32.0622 	EXP 	TopLowerLine: autoDraw = False
32.0622 	EXP 	BotLowerLine: autoDraw = False
32.0622 	EXP 	RestCrossHair: autoDraw = False
32.0622 	EXP 	TopUpperLine: autoDraw = False
32.0622 	EXP 	UpperText: autoDraw = False
32.0622 	EXP 	UpperBrackets: autoDraw = False
32.0622 	EXP 	BotUpperLine: autoDraw = False
32.0622 	EXP 	TopLowerLine: autoDraw = False
32.0622 	EXP 	LowerText: autoDraw = False
32.0622 	EXP 	LowerBrackets: autoDraw = False
32.0622 	EXP 	BotLowerLine: autoDraw = False
32.0622 	EXP 	TrialCrossHair: autoDraw = False
32.0622 	EXP 	RestCrossHair: autoDraw = False
32.0622 	EXP 	UpperText: text = u' X D J L T M '
32.0622 	EXP 	UpperBrackets: text = '  {         }'
32.0622 	EXP 	LowerText: text = u'   '
32.0622 	EXP 	LowerBrackets: text = ''
32.0622 	EXP 	TopUpperLine: autoDraw = True
32.0622 	EXP 	UpperText: autoDraw = True
32.0622 	EXP 	UpperBrackets: autoDraw = True
32.0622 	EXP 	BotUpperLine: autoDraw = True
32.0622 	EXP 	TopLowerLine: autoDraw = True
32.0622 	EXP 	BotLowerLine: autoDraw = True
32.0622 	EXP 	TrialCrossHair: autoDraw = True
32.0624 	EXP 	window1: recordFrameIntervals = False
32.9843 	DATA 	Keypress: equal
34.0299 	EXP 	UpperText: autoDraw = False
34.0299 	EXP 	UpperBrackets: autoDraw = False
34.9975 	DATA 	Keypress: equal
36.9986 	DATA 	Keypress: equal
38.9996 	DATA 	Keypress: equal
39.0325 	EXP 	LowerText: autoDraw = True
39.0325 	EXP 	LowerBrackets: autoDraw = True
39.0325 	EXP 	TrialCrossHair: autoDraw = False
39.0325 	EXP 	RestCrossHair: autoDraw = True
39.0491 	EXP 	LowerText: autoDraw = False
39.0491 	EXP 	LowerBrackets: autoDraw = False
41.0006 	DATA 	Keypress: equal
43.0017 	DATA 	Keypress: equal
43.1355 	EXP 	New trial (rep=0, index=2): {'RetDur': 5, 'BotBrack': 4, 'StimDur': 2, 'UpBrack': 2345, 'ProbeDurITI': 6.2870000000000008, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.2869999999999999, 'StimSet': u'XYNBRF', 'RetStart': 2, 'ProbeLet': u'gkqdtj', 'TrialITIDur': 13.287000000000001, 'Correct': 7}
43.1737 	EXP 	window1: recordFrameIntervals = False
43.1956 	EXP 	TopUpperLine: autoDraw = False
43.1956 	EXP 	BotUpperLine: autoDraw = False
43.1956 	EXP 	TopLowerLine: autoDraw = False
43.1956 	EXP 	BotLowerLine: autoDraw = False
43.1956 	EXP 	RestCrossHair: autoDraw = False
43.1956 	EXP 	TopUpperLine: autoDraw = False
43.1956 	EXP 	UpperText: autoDraw = False
43.1956 	EXP 	UpperBrackets: autoDraw = False
43.1956 	EXP 	BotUpperLine: autoDraw = False
43.1956 	EXP 	TopLowerLine: autoDraw = False
43.1956 	EXP 	LowerText: autoDraw = False
43.1956 	EXP 	LowerBrackets: autoDraw = False
43.1956 	EXP 	BotLowerLine: autoDraw = False
43.1956 	EXP 	TrialCrossHair: autoDraw = False
43.1956 	EXP 	RestCrossHair: autoDraw = False
43.1956 	EXP 	UpperText: text = u' X Y N B R F '
43.1956 	EXP 	UpperBrackets: text = '  {       }  '
43.1956 	EXP 	LowerText: text = u' g k q d t j '
43.1956 	EXP 	LowerBrackets: text = '      { }    '
43.1956 	EXP 	TopUpperLine: autoDraw = True
43.1956 	EXP 	UpperText: autoDraw = True
43.1956 	EXP 	UpperBrackets: autoDraw = True
43.1956 	EXP 	BotUpperLine: autoDraw = True
43.1956 	EXP 	TopLowerLine: autoDraw = True
43.1956 	EXP 	BotLowerLine: autoDraw = True
43.1956 	EXP 	TrialCrossHair: autoDraw = True
43.1958 	EXP 	window1: recordFrameIntervals = False
45.0027 	DATA 	Keypress: equal
45.1523 	EXP 	UpperText: autoDraw = False
45.1523 	EXP 	UpperBrackets: autoDraw = False
47.0037 	DATA 	Keypress: equal
49.0049 	DATA 	Keypress: equal
50.1648 	EXP 	LowerText: autoDraw = True
50.1648 	EXP 	LowerBrackets: autoDraw = True
51.0058 	DATA 	Keypress: equal
51.8730 	DATA 	Keypress: 8
52.1559 	EXP 	LowerText: autoDraw = False
52.1559 	EXP 	LowerBrackets: autoDraw = False
52.1559 	EXP 	TrialCrossHair: autoDraw = False
52.1559 	EXP 	RestCrossHair: autoDraw = True
53.0070 	DATA 	Keypress: equal
54.9924 	DATA 	Keypress: equal
56.4262 	EXP 	New trial (rep=0, index=3): {'RetDur': 5, 'BotBrack': 1, 'StimDur': 2, 'UpBrack': 123456, 'ProbeDurITI': 6.2089999999999996, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.2089999999999996, 'StimSet': u'FKMTQG', 'RetStart': 2, 'ProbeLet': u'yhdlwb', 'TrialITIDur': 13.209000000000001, 'Correct': 7}
56.4610 	EXP 	window1: recordFrameIntervals = False
56.4837 	EXP 	TopUpperLine: autoDraw = False
56.4837 	EXP 	BotUpperLine: autoDraw = False
56.4837 	EXP 	TopLowerLine: autoDraw = False
56.4837 	EXP 	BotLowerLine: autoDraw = False
56.4837 	EXP 	RestCrossHair: autoDraw = False
56.4837 	EXP 	TopUpperLine: autoDraw = False
56.4837 	EXP 	UpperText: autoDraw = False
56.4837 	EXP 	UpperBrackets: autoDraw = False
56.4837 	EXP 	BotUpperLine: autoDraw = False
56.4837 	EXP 	TopLowerLine: autoDraw = False
56.4837 	EXP 	LowerText: autoDraw = False
56.4837 	EXP 	LowerBrackets: autoDraw = False
56.4837 	EXP 	BotLowerLine: autoDraw = False
56.4837 	EXP 	TrialCrossHair: autoDraw = False
56.4837 	EXP 	RestCrossHair: autoDraw = False
56.4837 	EXP 	UpperText: text = u' F K M T Q G '
56.4837 	EXP 	UpperBrackets: text = '{           }'
56.4837 	EXP 	LowerText: text = u' y h d l w b '
56.4837 	EXP 	LowerBrackets: text = '{ }          '
56.4837 	EXP 	TopUpperLine: autoDraw = True
56.4837 	EXP 	UpperText: autoDraw = True
56.4837 	EXP 	UpperBrackets: autoDraw = True
56.4837 	EXP 	BotUpperLine: autoDraw = True
56.4837 	EXP 	TopLowerLine: autoDraw = True
56.4837 	EXP 	BotLowerLine: autoDraw = True
56.4837 	EXP 	TrialCrossHair: autoDraw = True
56.4840 	EXP 	window1: recordFrameIntervals = False
57.2633 	DATA 	Keypress: equal
58.4424 	EXP 	UpperText: autoDraw = False
58.4424 	EXP 	UpperBrackets: autoDraw = False
58.9946 	DATA 	Keypress: equal
61.0025 	DATA 	Keypress: equal
63.0034 	DATA 	Keypress: equal
63.4617 	EXP 	LowerText: autoDraw = True
63.4617 	EXP 	LowerBrackets: autoDraw = True
64.6871 	DATA 	Keypress: 8
65.0132 	DATA 	Keypress: equal
65.4368 	EXP 	LowerText: autoDraw = False
65.4368 	EXP 	LowerBrackets: autoDraw = False
65.4368 	EXP 	TrialCrossHair: autoDraw = False
65.4535 	EXP 	RestCrossHair: autoDraw = True
67.0047 	DATA 	Keypress: equal
69.0054 	DATA 	Keypress: equal
69.6394 	EXP 	New trial (rep=0, index=4): {'RetDur': 5, 'BotBrack': 5, 'StimDur': 2, 'UpBrack': 2, 'ProbeDurITI': 6.569, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.569, 'StimSet': u'TNJDWB', 'RetStart': 2, 'ProbeLet': u'qxhyfl', 'TrialITIDur': 13.569000000000001, 'Correct': 7}
69.6723 	EXP 	window1: recordFrameIntervals = False
69.6982 	EXP 	TopUpperLine: autoDraw = False
69.6982 	EXP 	BotUpperLine: autoDraw = False
69.6982 	EXP 	TopLowerLine: autoDraw = False
69.6982 	EXP 	BotLowerLine: autoDraw = False
69.6982 	EXP 	RestCrossHair: autoDraw = False
69.6982 	EXP 	TopUpperLine: autoDraw = False
69.6982 	EXP 	UpperText: autoDraw = False
69.6982 	EXP 	UpperBrackets: autoDraw = False
69.6982 	EXP 	BotUpperLine: autoDraw = False
69.6982 	EXP 	TopLowerLine: autoDraw = False
69.6982 	EXP 	LowerText: autoDraw = False
69.6982 	EXP 	LowerBrackets: autoDraw = False
69.6982 	EXP 	BotLowerLine: autoDraw = False
69.6982 	EXP 	TrialCrossHair: autoDraw = False
69.6982 	EXP 	RestCrossHair: autoDraw = False
69.6982 	EXP 	UpperText: text = u' T N J D W B '
69.6982 	EXP 	UpperBrackets: text = '  { }        '
69.6982 	EXP 	LowerText: text = u' q x h y f l '
69.6982 	EXP 	LowerBrackets: text = '        { }  '
69.6982 	EXP 	TopUpperLine: autoDraw = True
69.6982 	EXP 	UpperText: autoDraw = True
69.6982 	EXP 	UpperBrackets: autoDraw = True
69.6982 	EXP 	BotUpperLine: autoDraw = True
69.6982 	EXP 	TopLowerLine: autoDraw = True
69.6982 	EXP 	BotLowerLine: autoDraw = True
69.6982 	EXP 	TrialCrossHair: autoDraw = True
69.6984 	EXP 	window1: recordFrameIntervals = False
71.0062 	DATA 	Keypress: equal
71.6556 	EXP 	UpperText: autoDraw = False
71.6556 	EXP 	UpperBrackets: autoDraw = False
73.0068 	DATA 	Keypress: equal
75.0076 	DATA 	Keypress: equal
76.6684 	EXP 	LowerText: autoDraw = True
76.6684 	EXP 	LowerBrackets: autoDraw = True
77.0083 	DATA 	Keypress: equal
77.4750 	DATA 	Keypress: 8
78.6581 	EXP 	LowerText: autoDraw = False
78.6581 	EXP 	LowerBrackets: autoDraw = False
78.6581 	EXP 	TrialCrossHair: autoDraw = False
78.6581 	EXP 	RestCrossHair: autoDraw = True
79.0090 	DATA 	Keypress: equal
81.0096 	DATA 	Keypress: equal
83.0104 	DATA 	Keypress: equal
83.2110 	EXP 	New trial (rep=0, index=5): {'RetDur': 0, 'BotBrack': 3, 'StimDur': 2, 'UpBrack': 2345, 'ProbeDurITI': 6.6699999999999999, 'ProbeDur': 2, 'ProbeStart': 2, 'TrialDur': 4, 'ITI': 4.6699999999999999, 'StimSet': u'LRHKMY', 'RetStart': 2, 'ProbeLet': u'qgrnfw', 'TrialITIDur': 8.6699999999999999, 'Correct': 6}
83.2444 	EXP 	window1: recordFrameIntervals = False
83.2594 	EXP 	TopUpperLine: autoDraw = False
83.2594 	EXP 	BotUpperLine: autoDraw = False
83.2594 	EXP 	TopLowerLine: autoDraw = False
83.2594 	EXP 	BotLowerLine: autoDraw = False
83.2594 	EXP 	RestCrossHair: autoDraw = False
83.2594 	EXP 	TopUpperLine: autoDraw = False
83.2594 	EXP 	UpperText: autoDraw = False
83.2594 	EXP 	UpperBrackets: autoDraw = False
83.2594 	EXP 	BotUpperLine: autoDraw = False
83.2594 	EXP 	TopLowerLine: autoDraw = False
83.2594 	EXP 	LowerText: autoDraw = False
83.2594 	EXP 	LowerBrackets: autoDraw = False
83.2594 	EXP 	BotLowerLine: autoDraw = False
83.2594 	EXP 	TrialCrossHair: autoDraw = False
83.2594 	EXP 	RestCrossHair: autoDraw = False
83.2594 	EXP 	UpperText: text = u' L R H K M Y '
83.2594 	EXP 	UpperBrackets: text = '  {       }  '
83.2594 	EXP 	LowerText: text = u' q g r n f w '
83.2594 	EXP 	LowerBrackets: text = '    { }      '
83.2594 	EXP 	TopUpperLine: autoDraw = True
83.2594 	EXP 	UpperText: autoDraw = True
83.2594 	EXP 	UpperBrackets: autoDraw = True
83.2594 	EXP 	BotUpperLine: autoDraw = True
83.2594 	EXP 	TopLowerLine: autoDraw = True
83.2594 	EXP 	BotLowerLine: autoDraw = True
83.2594 	EXP 	TrialCrossHair: autoDraw = True
83.2597 	EXP 	window1: recordFrameIntervals = False
85.0111 	DATA 	Keypress: equal
85.2273 	EXP 	UpperText: autoDraw = False
85.2273 	EXP 	UpperBrackets: autoDraw = False
85.2441 	EXP 	LowerText: autoDraw = True
85.2441 	EXP 	LowerBrackets: autoDraw = True
86.1450 	DATA 	Keypress: 7
87.0118 	DATA 	Keypress: equal
87.2281 	EXP 	LowerText: autoDraw = False
87.2281 	EXP 	LowerBrackets: autoDraw = False
87.2281 	EXP 	TrialCrossHair: autoDraw = False
87.2281 	EXP 	RestCrossHair: autoDraw = True
89.0125 	DATA 	Keypress: equal
91.0134 	DATA 	Keypress: equal
91.8811 	EXP 	New trial (rep=0, index=6): {'RetDur': 5, 'BotBrack': 1, 'StimDur': 2, 'UpBrack': 6, 'ProbeDurITI': 6.5650000000000004, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.5650000000000004, 'StimSet': u'WRBDHN', 'RetStart': 2, 'ProbeLet': u'myqxgl', 'TrialITIDur': 13.565, 'Correct': 7}
91.9158 	EXP 	window1: recordFrameIntervals = False
91.9433 	EXP 	TopUpperLine: autoDraw = False
91.9433 	EXP 	BotUpperLine: autoDraw = False
91.9433 	EXP 	TopLowerLine: autoDraw = False
91.9433 	EXP 	BotLowerLine: autoDraw = False
91.9433 	EXP 	RestCrossHair: autoDraw = False
91.9433 	EXP 	TopUpperLine: autoDraw = False
91.9433 	EXP 	UpperText: autoDraw = False
91.9433 	EXP 	UpperBrackets: autoDraw = False
91.9433 	EXP 	BotUpperLine: autoDraw = False
91.9433 	EXP 	TopLowerLine: autoDraw = False
91.9433 	EXP 	LowerText: autoDraw = False
91.9433 	EXP 	LowerBrackets: autoDraw = False
91.9433 	EXP 	BotLowerLine: autoDraw = False
91.9433 	EXP 	TrialCrossHair: autoDraw = False
91.9433 	EXP 	RestCrossHair: autoDraw = False
91.9433 	EXP 	UpperText: text = u' W R B D H N '
91.9433 	EXP 	UpperBrackets: text = '          { }'
91.9433 	EXP 	LowerText: text = u' m y q x g l '
91.9433 	EXP 	LowerBrackets: text = '{ }          '
91.9433 	EXP 	TopUpperLine: autoDraw = True
91.9433 	EXP 	UpperText: autoDraw = True
91.9433 	EXP 	UpperBrackets: autoDraw = True
91.9433 	EXP 	BotUpperLine: autoDraw = True
91.9433 	EXP 	TopLowerLine: autoDraw = True
91.9433 	EXP 	BotLowerLine: autoDraw = True
91.9433 	EXP 	TrialCrossHair: autoDraw = True
91.9436 	EXP 	window1: recordFrameIntervals = False
93.0139 	DATA 	Keypress: equal
93.8973 	EXP 	UpperText: autoDraw = False
93.8973 	EXP 	UpperBrackets: autoDraw = False
95.0150 	DATA 	Keypress: equal
97.0154 	DATA 	Keypress: equal
98.8990 	EXP 	LowerText: autoDraw = True
98.8990 	EXP 	LowerBrackets: autoDraw = True
99.0161 	DATA 	Keypress: equal
99.6663 	DATA 	Keypress: 8
100.8997 	EXP 	LowerText: autoDraw = False
100.8997 	EXP 	LowerBrackets: autoDraw = False
100.8997 	EXP 	TrialCrossHair: autoDraw = False
100.8997 	EXP 	RestCrossHair: autoDraw = True
101.0169 	DATA 	Keypress: equal
103.0179 	DATA 	Keypress: equal
105.0187 	DATA 	Keypress: equal
105.4364 	EXP 	New trial (rep=0, index=7): {'RetDur': 5, 'BotBrack': 6, 'StimDur': 2, 'UpBrack': 345, 'ProbeDurITI': 6.1120000000000001, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.1120000000000001, 'StimSet': u'XLTFHQ', 'RetStart': 2, 'ProbeLet': u'rgjdbh', 'TrialITIDur': 13.112, 'Correct': 6}
105.4692 	EXP 	window1: recordFrameIntervals = False
105.4849 	EXP 	TopUpperLine: autoDraw = False
105.4849 	EXP 	BotUpperLine: autoDraw = False
105.4849 	EXP 	TopLowerLine: autoDraw = False
105.4849 	EXP 	BotLowerLine: autoDraw = False
105.4849 	EXP 	RestCrossHair: autoDraw = False
105.4849 	EXP 	TopUpperLine: autoDraw = False
105.4849 	EXP 	UpperText: autoDraw = False
105.4849 	EXP 	UpperBrackets: autoDraw = False
105.4849 	EXP 	BotUpperLine: autoDraw = False
105.4849 	EXP 	TopLowerLine: autoDraw = False
105.4849 	EXP 	LowerText: autoDraw = False
105.4849 	EXP 	LowerBrackets: autoDraw = False
105.4849 	EXP 	BotLowerLine: autoDraw = False
105.4849 	EXP 	TrialCrossHair: autoDraw = False
105.4849 	EXP 	RestCrossHair: autoDraw = False
105.4849 	EXP 	UpperText: text = u' X L T F H Q '
105.4849 	EXP 	UpperBrackets: text = '    {     }  '
105.4849 	EXP 	LowerText: text = u' r g j d b h '
105.4849 	EXP 	LowerBrackets: text = '          { }'
105.4849 	EXP 	TopUpperLine: autoDraw = True
105.4849 	EXP 	UpperText: autoDraw = True
105.4849 	EXP 	UpperBrackets: autoDraw = True
105.4849 	EXP 	BotUpperLine: autoDraw = True
105.4849 	EXP 	TopLowerLine: autoDraw = True
105.4849 	EXP 	BotLowerLine: autoDraw = True
105.4849 	EXP 	TrialCrossHair: autoDraw = True
105.4853 	EXP 	window1: recordFrameIntervals = False
107.0195 	DATA 	Keypress: equal
107.4525 	EXP 	UpperText: autoDraw = False
107.4525 	EXP 	UpperBrackets: autoDraw = False
109.0205 	DATA 	Keypress: equal
111.0213 	DATA 	Keypress: equal
112.4545 	EXP 	LowerText: autoDraw = True
112.4545 	EXP 	LowerBrackets: autoDraw = True
113.0223 	DATA 	Keypress: equal
113.4916 	DATA 	Keypress: 7
114.4556 	EXP 	LowerText: autoDraw = False
114.4556 	EXP 	LowerBrackets: autoDraw = False
114.4556 	EXP 	TrialCrossHair: autoDraw = False
114.4556 	EXP 	RestCrossHair: autoDraw = True
115.0231 	DATA 	Keypress: equal
117.0239 	DATA 	Keypress: equal
118.5416 	EXP 	New trial (rep=0, index=8): {'RetDur': 5, 'BotBrack': 5, 'StimDur': 2, 'UpBrack': 6, 'ProbeDurITI': 6.0499999999999998, 'ProbeDur': 2, 'ProbeStart': 7, 'TrialDur': 9, 'ITI': 4.0499999999999998, 'StimSet': u'WBFJTY', 'RetStart': 2, 'ProbeLet': u'rmhqyd', 'TrialITIDur': 13.050000000000001, 'Correct': 6}
118.5751 	EXP 	window1: recordFrameIntervals = False
118.5906 	EXP 	TopUpperLine: autoDraw = False
118.5906 	EXP 	BotUpperLine: autoDraw = False
118.5906 	EXP 	TopLowerLine: autoDraw = False
118.5906 	EXP 	BotLowerLine: autoDraw = False
118.5906 	EXP 	RestCrossHair: autoDraw = False
118.5906 	EXP 	TopUpperLine: autoDraw = False
118.5906 	EXP 	UpperText: autoDraw = False
118.5906 	EXP 	UpperBrackets: autoDraw = False
118.5906 	EXP 	BotUpperLine: autoDraw = False
118.5906 	EXP 	TopLowerLine: autoDraw = False
118.5906 	EXP 	LowerText: autoDraw = False
